Date,Price,Close,High,Low,Open,Volume
2001-01-02,15425.0,15621.0,15174.0,15242.0,0
2001-01-03,16599.0,16599.0,15251.0,15425.0,0
2001-01-04,16675.0,16933.0,16587.0,16597.0,0
2001-01-05,16410.0,16888.0,16380.0,16679.0,0
2001-01-08,16562.0,16623.0,16226.0,16398.0,0
2001-01-09,16976.0,17096.0,16566.0,16566.0,0
2001-01-10,16919.0,17093.0,16701.0,16964.0,0
2001-01-11,17024.0,17045.0,16797.0,16908.0,0
2001-01-12,16850.0,17212.0,16821.0,17034.0,0
2001-01-15,16963.0,17038.0,16858.0,16858.0,0
2001-01-16,16721.0,17035.0,16662.0,16973.0,0
2001-01-17,17191.0,17255.0,16745.0,16748.0,0
2001-01-18,17521.0,17642.0,17151.0,17204.0,0
2001-01-19,17530.0,17816.0,17512.0,17525.0,0
2001-01-22,17392.0,17578.0,17297.0,17548.0,0
2001-01-23,17832.0,17864.0,17376.0,17381.0,0
2001-01-24,17772.0,18022.0,17698.0,17849.0,0
2001-01-26,17889.0,17933.0,17591.0,17776.0,0
2001-01-29,17883.0,18023.0,17704.0,17906.0,0
2001-01-30,17723.0,17898.0,17668.0,17882.0,0
2001-01-31,17673.0,17921.0,17637.0,17725.0,0
2001-02-01,17039.0,17673.0,16977.0,17670.0,0
2001-02-02,16915.0,17206.0,16781.0,17027.0,0
2001-02-05,16731.0,16941.0,16539.0,16914.0,0
2001-02-06,17007.0,17017.0,16734.0,16734.0,0
2001-02-07,16812.0,17003.0,16630.0,17003.0,0
2001-02-08,17243.0,17279.0,16814.0,16814.0,0
2001-02-09,17138.0,17270.0,17050.0,17257.0,0
2001-02-12,16917.0,17234.0,16883.0,17163.0,0
2001-02-13,17096.0,17174.0,16883.0,16922.0,0
2001-02-14,17120.0,17286.0,16890.0,17078.0,0
2001-02-15,16937.0,17262.0,16922.0,17121.0,0
2001-02-16,16259.0,16950.0,16100.0,16934.0,0
2001-02-19,16061.0,16392.0,16023.0,16263.0,0
2001-02-20,15911.0,16242.0,15783.0,16066.0,0
2001-02-21,15594.0,15909.0,15568.0,15909.0,0
2001-02-22,15910.0,15914.0,15558.0,15604.0,0
2001-02-23,16158.0,16223.0,15831.0,15920.0,0
2001-02-28,15891.0,16274.0,15891.0,16158.0,0
2001-03-01,16417.0,16439.0,15875.0,15891.0,0
2001-03-02,16581.0,16723.0,16233.0,16423.0,0
2001-03-05,16537.0,16737.0,16471.0,16620.0,0
2001-03-06,16324.0,16813.0,16279.0,16573.0,0
2001-03-07,16395.0,16430.0,16223.0,16329.0,0
2001-03-08,16227.0,16531.0,16096.0,16401.0,0
2001-03-09,16123.0,16248.0,16018.0,16233.0,0
2001-03-12,15527.0,16143.0,15523.0,16125.0,0
2001-03-13,15584.0,15768.0,15444.0,15536.0,0
2001-03-14,15245.0,15583.0,15070.0,15583.0,0
2001-03-15,15061.0,15482.0,14977.0,15252.0,0
2001-03-16,15237.0,15356.0,15047.0,15076.0,0
2001-03-19,14836.0,15378.0,14802.0,15249.0,0
2001-03-20,14903.0,16429.0,14854.0,14854.0,0
2001-03-21,14853.0,15198.0,14755.0,14914.0,0
2001-03-22,14067.0,14847.0,13761.0,14847.0,0
2001-03-23,14435.0,14435.0,13855.0,14070.0,0
2001-03-26,14712.0,14912.0,14443.0,14443.0,0
2001-03-27,14835.0,14951.0,14594.0,14733.0,0
2001-03-28,14632.0,14852.0,14574.0,14846.0,0
