"Date","Price","Open","High","Low","Vol.","Change %"
"10/15/2018","121.04","120.96","121.37","119.76","2.80M","0.07%"
"10/12/2018","120.96","121.12","121.28","119.36","3.34M","1.14%"
"10/11/2018","119.60","121.76","122.12","119.12","3.72M","-2.80%"
"10/10/2018","123.04","126.16","126.16","122.96","2.26M","-2.78%"
"10/09/2018","126.56","126.24","127.20","125.12","2.91M","0.89%"
"10/08/2018","125.44","124.48","125.64","124.24","2.47M","-0.06%"
"10/05/2018","125.52","125.76","127.04","124.80","3.25M","-0.32%"
"10/04/2018","125.92","128.24","128.24","124.88","3.30M","-2.11%"
"10/03/2018","128.64","126.80","129.92","125.36","3.28M","1.32%"
"10/02/2018","126.96","127.60","127.64","126.64","2.00M","-0.50%"
"10/01/2018","127.60","124.00","128.04","123.56","3.28M","2.77%"
"09/28/2018","124.16","121.92","124.56","121.84","2.31M","1.70%"
"09/27/2018","122.08","122.08","122.16","121.20","1.47M","0.99%"
"09/26/2018","120.88","121.36","121.92","120.72","1.38M","-1.05%"
"09/25/2018","122.16","122.56","122.88","121.44","2.29M","0.13%"
"09/24/2018","122.00","121.76","122.85","121.36","3.09M","1.94%"
"09/21/2018","119.68","119.92","121.21","118.24","3.54M","1.08%"
"09/20/2018","118.40","120.16","120.36","118.24","1.85M","-0.94%"
"09/19/2018","119.52","117.92","119.60","117.84","2.18M","1.70%"
"09/18/2018","117.52","117.52","118.48","116.68","1.84M","1.52%"
"09/17/2018","115.76","116.88","117.28","115.36","1.80M","-0.21%"
"09/14/2018","116.00","115.84","117.68","114.48","2.04M","0.07%"
"09/13/2018","115.92","116.88","117.36","115.12","2.30M","-1.96%"
"09/12/2018","118.24","118.00","119.68","117.84","2.33M","1.23%"
"09/11/2018","116.80","114.16","117.04","113.84","1.55M","2.74%"
"09/10/2018","113.68","115.04","115.36","113.38","1.24M","-0.49%"
"09/07/2018","114.24","113.04","114.32","112.57","1.72M","-0.14%"
"09/06/2018","114.40","115.68","115.92","112.80","1.94M","-1.31%"
"09/05/2018","115.92","116.64","117.12","115.48","1.61M","-0.62%"
"09/04/2018","116.64","118.80","118.96","116.24","1.88M","-0.88%"
"08/31/2018","117.68","117.84","118.24","117.20","1.38M","-0.27%"
"08/30/2018","118.00","117.52","118.64","117.12","1.79M","0.61%"
"08/29/2018","117.28","116.24","117.36","115.80","2.21M","1.59%"
"08/28/2018","115.44","116.08","116.08","114.80","1.34M","-0.48%"
"08/27/2018","116.00","115.84","116.04","115.28","1.36M","0.49%"
"08/24/2018","115.44","116.00","116.64","114.88","1.79M","1.12%"
"08/23/2018","114.16","113.60","114.48","113.24","1.44M","0.00%"
"08/22/2018","114.16","113.04","114.56","112.44","2.54M","3.18%"
"08/21/2018","110.64","111.68","111.84","110.48","1.34M","0.51%"
"08/20/2018","110.08","109.52","110.40","109.24","2.19M","0.51%"
"08/17/2018","109.52","110.48","110.56","108.88","2.55M","0.44%"
"08/16/2018","109.04","108.56","109.20","108.16","2.31M","0.89%"
"08/15/2018","108.08","110.24","110.32","107.52","5.95M","-3.43%"
"08/14/2018","111.92","113.76","113.84","111.12","2.37M","-0.14%"
"08/13/2018","112.08","112.08","112.40","109.44","3.42M","-0.50%"
"08/10/2018","112.64","112.08","112.96","111.95","2.26M","1.44%"
"08/09/2018","111.04","111.76","112.24","110.96","2.02M","-0.14%"
"08/08/2018","111.20","113.48","113.52","110.40","3.61M","-3.20%"
"08/07/2018","114.88","115.44","115.86","114.72","1.67M","0.35%"
"08/06/2018","114.48","115.20","116.32","114.40","2.56M","0.28%"
"08/03/2018","114.16","114.48","114.80","112.91","2.06M","-0.63%"
"08/02/2018","114.88","112.08","115.36","111.84","2.17M","1.92%"
"08/01/2018","112.72","112.72","113.76","111.92","2.26M","-1.33%"
"07/31/2018","114.24","115.04","115.20","113.92","2.03M","-1.79%"
"07/30/2018","116.32","116.72","117.12","116.16","2.16M","1.54%"
"07/27/2018","114.56","115.60","116.00","113.54","1.88M","-1.04%"
"07/26/2018","115.76","114.72","116.32","114.72","1.98M","0.35%"
"07/25/2018","115.36","114.24","115.84","113.36","2.69M","1.34%"
"07/24/2018","113.84","112.88","114.80","112.88","2.50M","0.99%"
"07/23/2018","112.72","114.56","115.20","112.40","2.94M","-0.42%"
"07/20/2018","113.20","113.44","113.80","112.56","2.85M","0.14%"
"07/19/2018","113.04","112.64","114.32","112.24","2.77M","0.21%"
"07/18/2018","112.80","110.80","112.88","110.24","2.78M","1.08%"
"07/17/2018","111.60","110.72","112.40","110.08","6.81M","0.07%"
"07/16/2018","111.52","113.60","113.84","110.88","3.90M","-3.66%"
"07/13/2018","115.76","115.36","117.28","115.16","2.40M","0.56%"
"07/12/2018","115.12","115.04","115.60","113.12","2.94M","0.56%"
"07/11/2018","114.48","119.04","120.24","113.73","4.80M","-5.04%"
"07/10/2018","120.56","120.88","121.36","119.84","1.93M","0.27%"
"07/09/2018","120.24","119.76","120.24","118.48","1.61M","0.47%"
"07/06/2018","119.68","117.36","119.84","117.28","2.37M","1.22%"
"07/05/2018","118.24","120.00","120.40","117.60","2.74M","-0.94%"
"07/03/2018","119.36","121.52","122.00","117.84","2.64M","-0.27%"
"07/02/2018","119.68","120.00","120.48","118.97","2.69M","-0.66%"
"06/29/2018","120.48","119.44","120.64","119.36","2.70M","1.35%"
"06/28/2018","118.88","117.84","119.92","117.52","3.88M","1.43%"
"06/27/2018","117.20","115.92","118.40","115.84","4.31M","2.66%"
"06/26/2018","114.16","111.28","114.45","110.32","4.21M","3.63%"
"06/25/2018","110.16","112.08","112.40","109.84","3.10M","-1.78%"
"06/22/2018","112.16","109.68","112.24","108.73","4.12M","5.33%"
"06/21/2018","106.48","105.12","107.28","104.96","2.25M","0.23%"
"06/20/2018","106.24","106.56","107.52","105.20","2.54M","1.07%"
"06/19/2018","105.12","104.80","105.68","104.08","2.00M","-1.13%"
"06/18/2018","106.32","105.36","106.64","104.96","2.22M","1.84%"
"06/15/2018","104.40","107.52","107.52","104.32","3.44M","-3.48%"
"06/14/2018","108.16","108.40","108.50","107.20","1.67M","0.37%"
"06/13/2018","107.76","106.80","108.12","106.60","2.18M","0.52%"
"06/12/2018","107.20","106.72","107.88","106.64","2.43M","0.30%"
"06/11/2018","106.88","105.36","107.32","105.16","1.84M","0.68%"
"06/08/2018","106.16","106.48","107.15","105.44","1.98M","-0.60%"
"06/07/2018","106.80","105.68","106.88","105.57","1.78M","1.44%"
"06/06/2018","105.28","105.52","106.00","104.00","2.12M","-0.45%"
"06/05/2018","105.76","104.24","106.08","104.00","2.79M","0.76%"
"06/04/2018","104.96","106.40","106.67","104.48","2.48M","-0.98%"
"06/01/2018","106.00","107.28","108.12","106.00","2.87M","-2.21%"
"05/31/2018","108.40","108.64","110.28","107.68","3.03M","-2.02%"
"05/30/2018","110.64","108.64","110.80","108.64","3.02M","2.37%"
"05/29/2018","108.08","108.56","108.80","106.64","3.29M","-1.24%"
"05/25/2018","109.44","111.44","111.44","109.20","5.07M","-4.27%"
"05/24/2018","114.32","114.32","115.20","114.16","1.93M","-1.52%"
"05/23/2018","116.08","116.24","116.64","115.12","2.01M","-0.34%"
"05/22/2018","116.48","117.20","117.92","116.40","2.46M","-0.75%"
"05/21/2018","117.36","115.84","117.36","115.72","1.68M","1.66%"
"05/18/2018","115.44","115.52","116.00","114.96","1.56M","-0.41%"
"05/17/2018","115.92","116.32","117.04","115.16","2.15M","0.21%"
"05/16/2018","115.68","114.72","115.84","114.40","1.68M","0.42%"
"05/15/2018","115.20","114.96","115.52","114.00","2.24M","0.14%"
"05/14/2018","115.04","114.40","115.20","114.28","2.03M","0.91%"
"05/11/2018","114.00","114.96","115.40","113.92","1.76M","-1.11%"
"05/10/2018","115.28","115.04","115.52","114.00","1.95M","0.28%"
"05/09/2018","114.96","114.16","115.28","114.08","2.44M","2.20%"
"05/08/2018","112.48","113.44","113.75","109.24","6.61M","-0.28%"
"05/07/2018","112.80","113.52","114.40","112.24","3.60M","0.07%"
"05/04/2018","112.72","110.64","113.04","110.62","2.35M","1.95%"
"05/03/2018","110.56","109.04","110.77","108.62","1.52M","1.10%"
"05/02/2018","109.36","108.48","110.04","108.08","1.73M","0.44%"
"05/01/2018","108.88","109.52","109.60","108.00","2.01M","-1.38%"
"04/30/2018","110.40","108.96","112.00","108.80","3.62M","0.51%"
"04/27/2018","109.84","109.44","110.40","109.38","1.60M","-0.29%"
"04/26/2018","110.16","110.64","110.72","109.36","2.15M","0.36%"
"04/25/2018","109.76","109.52","110.08","108.36","1.71M","0.29%"
"04/24/2018","109.44","110.80","112.00","109.04","2.51M","-1.72%"
"04/23/2018","111.36","108.88","111.52","108.40","2.07M","1.24%"
"04/20/2018","110.00","109.28","110.72","108.96","1.48M","-0.15%"
"04/19/2018","110.16","111.60","112.00","109.79","2.18M","-0.79%"
"04/18/2018","111.04","109.60","111.20","109.12","3.32M","3.50%"
"04/17/2018","107.28","106.16","107.52","105.92","1.64M","0.22%"
"04/16/2018","107.04","107.92","107.99","106.72","1.75M","-1.25%"
"04/13/2018","108.40","108.40","109.12","108.00","1.77M","0.22%"
"04/12/2018","108.16","107.20","108.32","106.40","1.86M","0.52%"
"04/11/2018","107.60","106.40","108.73","106.00","3.09M","1.51%"
"04/10/2018","106.00","104.16","106.16","104.16","2.97M","3.76%"
"04/09/2018","102.16","101.52","102.64","101.36","1.60M","2.08%"
"04/06/2018","100.08","102.40","102.76","99.76","3.15M","-2.49%"
"04/05/2018","102.64","102.56","103.48","101.92","2.16M","0.08%"
"04/04/2018","102.56","100.40","102.64","100.16","2.54M","0.08%"
"04/03/2018","102.48","102.24","102.88","101.76","1.15M","0.55%"
"04/02/2018","101.92","103.84","103.84","101.60","2.41M","-2.67%"
"03/29/2018","104.72","103.92","105.28","103.52","2.04M","0.38%"
"03/28/2018","104.32","104.16","105.04","102.80","2.37M","-0.31%"
"03/27/2018","104.64","106.24","106.32","104.28","2.58M","-0.98%"
"03/26/2018","105.68","105.84","106.24","104.96","3.12M","-0.53%"
"03/23/2018","106.24","104.72","106.40","104.64","2.27M","2.55%"
"03/22/2018","103.60","104.08","104.40","103.44","1.97M","-1.75%"
"03/21/2018","105.44","103.68","105.68","103.44","2.89M","2.89%"
"03/20/2018","102.48","102.08","103.19","101.68","2.28M","2.07%"
"03/19/2018","100.40","100.56","100.63","99.12","2.86M","0.00%"
"03/16/2018","100.40","98.80","100.96","98.56","3.49M","1.70%"
"03/15/2018","98.72","98.80","99.32","98.32","1.47M","0.49%"
"03/14/2018","98.24","98.24","98.72","97.08","2.32M","0.33%"
"03/13/2018","97.92","98.48","99.99","97.20","3.02M","-1.05%"
"03/12/2018","98.96","99.28","99.52","97.76","2.19M","-0.80%"
"03/09/2018","99.76","98.16","100.00","98.08","2.42M","2.63%"
"03/08/2018","97.20","98.56","98.64","96.64","2.88M","-1.62%"
"03/07/2018","98.80","99.84","100.72","97.52","3.12M","-1.75%"
"03/06/2018","100.56","100.96","101.08","100.04","2.26M","-0.16%"
"03/05/2018","100.72","98.64","101.04","98.55","2.46M","1.78%"
"03/02/2018","98.96","97.76","98.96","96.80","2.25M","0.16%"
"03/01/2018","98.80","98.08","99.04","96.88","3.24M","-0.16%"
"02/28/2018","98.96","101.68","102.08","98.72","3.48M","-2.21%"
"02/27/2018","101.20","102.72","102.80","100.89","2.13M","-1.63%"
"02/26/2018","102.88","101.84","103.32","101.45","1.75M","0.70%"
"02/23/2018","102.16","100.88","102.56","100.76","2.30M","1.43%"
"02/22/2018","100.72","99.68","101.48","99.07","2.41M","2.44%"
"02/21/2018","98.32","98.64","99.52","98.24","1.42M","-0.81%"
"02/20/2018","99.12","99.36","100.48","98.80","2.72M","0.08%"
"02/16/2018","99.04","98.16","99.52","97.76","2.22M","0.41%"
"02/15/2018","98.64","96.72","98.88","95.91","2.41M","1.23%"
"02/14/2018","97.44","93.84","97.80","93.52","4.47M","2.61%"
"02/13/2018","94.96","94.32","95.43","93.68","2.37M","-0.17%"
"02/12/2018","95.12","95.84","96.76","94.92","2.04M","0.25%"
"02/09/2018","94.88","96.88","97.12","93.19","5.40M","-1.90%"
"02/08/2018","96.72","99.36","99.48","96.64","3.41M","-2.26%"
"02/07/2018","98.96","101.76","102.48","98.24","4.61M","-2.60%"
"02/06/2018","101.60","101.60","103.04","101.36","2.95M","-0.55%"
"02/05/2018","102.16","104.24","104.56","101.84","3.84M","-2.07%"
"02/02/2018","104.32","104.96","105.36","103.32","3.59M","-1.51%"
"02/01/2018","105.92","104.64","106.08","104.24","2.51M","2.00%"
"01/31/2018","103.84","103.28","104.08","102.32","2.66M","0.62%"
"01/30/2018","103.20","103.52","103.60","102.72","4.30M","-1.60%"
"01/29/2018","104.88","104.88","105.20","104.08","1.98M","-0.98%"
"01/26/2018","105.92","104.88","106.32","104.80","3.97M","1.38%"
"01/25/2018","104.48","106.24","106.40","104.24","2.10M","-1.21%"
"01/24/2018","105.76","103.52","105.84","103.28","3.27M","1.93%"
"01/23/2018","103.76","102.72","103.92","102.62","2.08M","1.49%"
"01/22/2018","102.24","101.44","102.72","101.04","1.87M","0.47%"
"01/19/2018","101.76","101.44","101.92","100.89","2.17M","-0.31%"
"01/18/2018","102.08","102.00","102.80","101.60","2.08M","-0.16%"
"01/17/2018","102.24","101.84","102.72","101.68","1.99M","0.16%"
"01/16/2018","102.08","102.48","102.88","101.44","2.28M","-0.85%"
"01/12/2018","102.96","101.44","103.12","101.21","2.85M","1.34%"
"01/11/2018","101.60","102.08","103.36","101.60","2.58M","0.16%"
"01/10/2018","101.44","101.36","101.64","100.80","1.82M","0.88%"
"01/09/2018","100.56","99.28","101.12","98.96","2.67M","1.53%"
"01/08/2018","99.04","98.48","99.04","98.12","1.23M","0.57%"
"01/05/2018","98.48","98.24","98.64","97.68","1.61M","-0.49%"
"01/04/2018","98.96","98.64","99.36","98.48","1.48M","0.24%"
"01/03/2018","98.72","97.36","98.84","97.36","2.16M","2.24%"
"01/02/2018","96.56","96.56","96.80","96.08","1.50M","0.50%"
"12/29/2017","96.08","96.16","96.72","95.84","1.48M","0.33%"
"12/28/2017","95.76","95.28","95.84","95.04","1.55M","0.42%"
"12/27/2017","95.36","95.44","95.68","94.96","1.03M","-0.25%"
"12/26/2017","95.60","93.84","95.92","93.80","2.20M","2.49%"
"12/22/2017","93.28","92.64","93.52","92.64","823.93K","0.17%"
"12/21/2017","93.12","92.32","93.36","92.16","1.39M","0.26%"
"12/20/2017","92.88","92.32","92.96","91.84","1.26M","0.87%"
"12/19/2017","92.08","91.84","92.08","91.60","856.14K","0.61%"
"12/18/2017","91.52","92.00","92.20","90.96","1.63M","-0.17%"
"12/15/2017","91.68","91.76","91.92","91.16","1.20M","0.26%"
"12/14/2017","91.44","89.76","91.44","89.68","1.13M","0.88%"
"12/13/2017","90.64","91.68","91.82","90.40","2.28M","-0.96%"
"12/12/2017","91.52","93.12","93.12","90.96","3.11M","-1.38%"
"12/11/2017","92.80","92.32","92.88","91.97","1.80M","0.96%"
"12/08/2017","91.92","92.16","92.40","91.20","1.18M","1.41%"
"12/07/2017","90.64","90.16","90.88","90.07","1.14M","1.16%"
"12/06/2017","89.60","91.20","91.28","89.44","2.42M","-2.95%"
"12/05/2017","92.32","91.76","92.68","91.68","1.61M","0.44%"
"12/04/2017","91.92","92.32","92.64","91.78","1.52M","-1.54%"
"12/01/2017","93.36","93.20","94.24","92.80","1.77M","1.74%"
"11/30/2017","91.76","92.40","92.64","90.96","2.23M","0.00%"
"11/29/2017","91.76","92.64","93.28","90.84","2.01M","-0.95%"
"11/28/2017","92.64","92.48","93.00","92.24","1.01M","-0.09%"
"11/27/2017","92.72","93.20","93.40","92.08","1.74M","-1.70%"
"11/24/2017","94.32","93.92","94.32","93.60","1.17M","1.64%"
"11/22/2017","92.80","92.40","92.96","91.76","2.25M","1.75%"
"11/21/2017","91.20","90.40","91.56","90.40","1.53M","1.06%"
"11/20/2017","90.24","90.16","90.32","89.20","1.43M","-0.62%"
"11/17/2017","90.80","89.68","90.88","89.56","2.05M","2.53%"
"11/16/2017","88.56","88.56","89.36","88.24","1.53M","-0.18%"
"11/15/2017","88.72","88.64","89.20","88.16","1.72M","-0.36%"
"11/14/2017","89.04","90.80","90.88","88.64","2.69M","-2.20%"
"11/13/2017","91.04","91.36","91.84","90.48","1.74M","-0.35%"
"11/10/2017","91.36","91.84","92.16","90.88","1.46M","-0.35%"
"11/09/2017","91.68","91.36","92.40","91.20","2.46M","0.44%"
"11/08/2017","91.28","91.52","93.04","90.64","4.65M","-0.70%"
"11/07/2017","91.92","91.76","92.24","91.36","2.24M","-0.17%"
"11/06/2017","92.08","89.52","92.54","89.36","3.84M","2.95%"
"11/03/2017","89.44","88.00","89.60","87.40","2.36M","1.73%"
"11/02/2017","87.92","87.20","88.04","86.97","1.26M","0.83%"
"11/01/2017","87.20","88.24","88.48","86.56","2.64M","-0.27%"
"10/31/2017","87.44","86.80","87.68","86.64","1.75M","0.55%"
"10/30/2017","86.96","87.20","87.44","86.44","1.57M","0.28%"
"10/27/2017","86.72","84.48","86.80","84.40","3.09M","2.55%"
"10/26/2017","84.56","83.60","84.64","83.40","1.92M","0.86%"
"10/25/2017","83.84","83.84","84.16","83.36","2.15M","-0.57%"
"10/24/2017","84.32","83.84","84.40","83.12","2.30M","1.15%"
"10/23/2017","83.36","83.76","83.92","82.96","1.42M","-0.10%"
"10/20/2017","83.44","82.32","83.52","82.28","1.50M","0.77%"
"10/19/2017","82.80","82.72","83.35","82.56","1.45M","-1.24%"
"10/18/2017","83.84","84.08","84.40","83.40","1.68M","-0.10%"
"10/17/2017","83.92","83.76","84.24","82.65","2.05M","0.29%"
"10/16/2017","83.68","84.24","84.32","83.36","2.01M","0.87%"
"10/13/2017","82.96","83.04","83.20","82.32","2.30M","1.37%"
"10/12/2017","81.84","81.36","82.32","81.04","1.90M","-1.25%"
"10/11/2017","82.88","82.48","82.96","81.77","1.74M","0.78%"
"10/10/2017","82.24","81.60","82.56","81.52","1.94M","2.80%"
"10/09/2017","80.00","80.24","80.48","79.68","1.37M","0.30%"
"10/06/2017","79.76","80.08","80.16","79.36","2.94M","-2.73%"
"10/05/2017","82.00","81.12","82.80","81.04","1.62M","1.69%"
"10/04/2017","80.64","81.44","81.92","80.48","1.63M","-0.98%"
"10/03/2017","81.44","81.68","82.00","81.28","1.41M","-0.29%"
"10/02/2017","81.68","81.36","81.88","80.96","2.22M","-2.11%"
"09/29/2017","83.44","83.12","83.68","82.88","1.64M","0.00%"
"09/28/2017","83.44","85.04","85.20","82.80","2.34M","-0.86%"
"09/27/2017","84.16","84.16","84.44","83.48","2.00M","0.29%"
"09/26/2017","83.92","83.68","84.08","83.12","1.80M","-0.57%"
"09/25/2017","84.40","82.72","84.48","82.72","3.73M","3.03%"
"09/22/2017","81.92","81.60","82.07","81.42","1.64M","-0.10%"
"09/21/2017","82.00","81.44","82.08","81.01","1.45M","0.10%"
"09/20/2017","81.92","81.52","82.64","81.04","2.88M","1.29%"
"09/19/2017","80.88","81.76","81.92","80.40","1.90M","-0.59%"
"09/18/2017","81.36","81.12","81.60","80.32","2.37M","-0.29%"
"09/15/2017","81.60","81.52","81.72","81.12","2.01M","0.69%"
"09/14/2017","81.04","81.36","82.24","80.88","3.20M","0.60%"
"09/13/2017","80.56","79.36","80.56","79.12","2.82M","2.03%"
"09/12/2017","78.96","78.64","79.12","78.40","1.77M","0.51%"
"09/11/2017","78.56","77.32","78.88","76.90","2.05M","0.92%"
"09/08/2017","77.84","79.92","80.16","77.32","3.01M","-2.99%"
"09/07/2017","80.24","79.84","80.48","79.68","2.60M","-0.10%"
"09/06/2017","80.32","80.16","80.72","79.68","2.58M","1.21%"
"09/05/2017","79.36","79.28","80.00","79.12","3.08M","2.59%"
"09/01/2017","77.36","76.80","77.36","76.08","2.00M","0.42%"
"08/31/2017","77.04","75.92","77.52","75.92","3.19M","2.67%"
"08/30/2017","75.04","75.20","76.32","74.88","2.36M","-0.85%"
"08/29/2017","75.68","75.84","76.00","74.72","2.46M","-0.73%"
"08/28/2017","76.24","77.52","77.60","75.36","4.06M","-2.26%"
"08/25/2017","78.00","77.60","78.24","77.52","1.90M","0.41%"
"08/24/2017","77.68","78.32","78.40","76.88","2.27M","-1.72%"
"08/23/2017","79.04","78.08","79.20","77.84","2.07M","1.13%"
"08/22/2017","78.16","78.08","78.72","77.72","1.78M","0.62%"
"08/21/2017","77.68","78.96","79.28","77.12","3.78M","-2.61%"
"08/18/2017","79.76","77.28","79.84","76.68","3.81M","3.64%"
"08/17/2017","76.96","76.32","77.32","76.16","2.00M","0.52%"
"08/16/2017","76.56","78.16","78.80","76.48","4.71M","-1.85%"
"08/15/2017","78.00","77.28","78.08","77.04","2.48M","0.31%"
"08/14/2017","77.76","79.84","80.48","77.68","3.16M","-2.70%"
"08/11/2017","79.92","79.04","80.20","78.64","1.86M","0.81%"
"08/10/2017","79.28","81.92","82.00","79.20","3.12M","-2.36%"
"08/09/2017","81.20","80.96","81.24","80.32","2.17M","0.89%"
"08/08/2017","80.48","80.24","81.20","80.08","2.93M","-0.40%"
"08/07/2017","80.80","80.16","80.96","79.52","2.48M","-0.30%"
"08/04/2017","81.04","80.40","81.28","79.76","2.20M","1.10%"
"08/03/2017","80.16","81.68","81.80","79.92","2.91M","-1.18%"
"08/02/2017","81.12","80.56","81.36","79.62","3.38M","0.50%"
"08/01/2017","80.72","81.36","81.44","79.20","5.19M","-1.85%"
"07/31/2017","82.24","81.20","82.56","80.58","4.07M","1.08%"
"07/28/2017","81.36","80.72","81.60","80.64","4.16M","1.09%"
"07/27/2017","80.48","80.24","80.64","79.44","3.37M","1.00%"
"07/26/2017","79.68","79.20","80.08","78.40","4.86M","1.53%"
"07/25/2017","78.48","77.52","78.56","77.20","3.45M","3.26%"
"07/24/2017","76.00","75.76","76.12","75.52","2.47M","1.71%"
"07/21/2017","74.72","76.48","76.56","74.56","4.85M","-2.81%"
"07/20/2017","76.88","78.16","78.24","76.64","2.57M","-0.83%"
"07/19/2017","77.52","76.56","77.76","76.56","3.20M","1.57%"
"07/18/2017","76.32","76.80","76.88","75.76","3.37M","0.95%"
"07/17/2017","75.60","76.32","76.76","75.60","3.13M","-1.46%"
"07/14/2017","76.72","76.24","76.88","75.84","3.10M","1.27%"
"07/13/2017","75.76","75.12","76.04","74.88","2.57M","1.50%"
"07/12/2017","74.64","75.68","76.40","74.16","4.78M","0.65%"
"07/11/2017","74.16","72.88","74.48","72.64","3.08M","1.53%"
"07/10/2017","73.04","72.32","73.76","72.16","3.46M","0.33%"
"07/07/2017","72.80","73.52","73.60","72.00","5.41M","-2.26%"
"07/06/2017","74.48","75.52","76.48","74.32","5.24M","0.65%"
"07/05/2017","74.00","76.48","76.64","73.84","8.52M","-3.85%"
"07/03/2017","76.96","76.40","77.04","76.32","2.53M","1.26%"
"06/30/2017","76.00","74.56","76.00","74.32","4.08M","3.15%"
"06/29/2017","73.68","74.16","74.72","73.44","3.91M","0.11%"
"06/28/2017","73.60","72.80","73.76","72.24","3.67M","1.10%"
"06/27/2017","72.80","71.92","73.12","71.84","3.64M","1.90%"
"06/26/2017","71.44","71.04","71.68","70.12","4.66M","0.79%"
"06/23/2017","70.88","70.40","71.12","70.00","3.88M","0.91%"
"06/22/2017","70.24","70.40","71.27","70.16","3.95M","0.80%"
"06/21/2017","69.68","71.76","72.72","69.20","7.65M","-2.68%"
"06/20/2017","71.60","71.40","71.76","70.64","6.08M","-1.86%"
"06/19/2017","72.96","74.16","74.40","72.88","3.23M","-1.30%"
"06/16/2017","73.92","74.08","74.16","73.60","2.68M","0.65%"
"06/15/2017","73.44","73.76","73.92","73.28","3.95M","-0.54%"
"06/14/2017","73.84","76.32","76.72","73.60","7.59M","-3.85%"
"06/13/2017","76.80","76.08","76.96","75.28","3.25M","0.84%"
"06/12/2017","76.16","76.88","77.20","76.08","3.18M","0.32%"
"06/09/2017","75.92","75.52","76.36","75.28","3.20M","0.64%"
